120,1353
114,1339
107,1326
105,1309
105,1289
104,1272
92,1259
94,1228
90,1212
87,1200
90,1185
90,1168
90,1154
90,1144
92,1131
92,1121
94,1104
95,1087
95,1071
94,1054
94,1040
94,1024
90,1003
90,997
90,980
92,966
94,956
97,943
107,923
114,909
120,899
130,884
139,869
151,859
157,856
167,842
184,829
198,817
211,805
228,804
241,802
248,795
258,778
261,765
256,752
255,738
255,721
255,705
255,684
255,671
258,658
265,644
275,632
282,627
295,616
305,614
322,611
339,614
345,617
359,624
365,627
376,634
381,642
389,653
392,659
394,666
402,679
406,686
409,691
409,701
407,708
407,716
409,723
409,730
409,736
409,748
409,753
409,763
406,770
404,780
396,797
391,802
382,814
376,819
365,829
365,834
379,842
386,857
392,866
406,877
416,886
431,894
443,901
449,906
466,906
476,899
486,889
486,876
490,852
495,846
496,832
503,819
513,805
520,795
518,778
510,768
503,758
503,752
513,745
540,738
548,730
564,725
574,721
584,718
594,716
600,715
614,713
634,705
621,705
637,701
654,698
661,696
671,693
679,691
694,688
700,678
703,671
705,664
708,661
715,658
716,644
721,634
728,621
731,611
740,604
745,602
755,595
765,594
788,594
795,592
805,594
812,595
815,599
825,607
829,612
832,616
834,619
835,626
839,631
841,646
844,653
844,663
842,673
835,684
832,691
830,694
830,694
825,705
825,705
824,711
822,716
819,721
817,730
809,741
804,741
815,740
829,738
846,735
856,736
859,741
866,747
866,755
869,763
872,777
874,787
876,797
876,809
876,819
874,832
872,841
872,854
872,859
871,867
869,871
866,876
864,881
861,888
862,893
866,898
866,899
872,898
876,896
879,896
886,889
888,882
888,869
888,862
889,862
899,862
906,869
909,877
909,886
909,891
909,896
911,899
919,903
926,904
943,906
956,911
963,913
980,914
1000,914
1013,903
1018,914
1020,929
1020,948
1017,968
1015,985
998,983
976,975
965,966
951,961
941,960
928,960
916,958
914,958
898,958
898,958
893,960
879,965
869,970
856,973
835,973
842,960
827,946
817,940
809,938
799,936
790,933
780,929
770,929
760,928
748,928
736,928
730,926
718,926
718,928
713,935
711,938
711,948
715,960
716,966
716,975
715,985
715,987
706,992
693,997
679,1000
676,1000
656,1000
646,995
627,980
622,975
616,975
611,980
604,988
599,992
589,995
582,997
572,1000
562,1000
562,1000
555,1000
570,1012
574,1013
580,1020
589,1039
584,1044
584,1047
590,1062
607,1076
627,1096
637,1111
642,1123
